Attacker,Bot,Attack Block,Attack Gas Price,Victim Sender,Victim Receiver,Victim Block,Victim Gas Price,Cost,Profit,Bot Cluster ID,Gas Price Delta,Block Delta
0x36451DC166Ee52Af314B64f760fD2e38E5906F50,0xe920B3F96Cb2bF1Ee9ee8921837de08273724242,10714268,74.550000001,0xdd5a1C148Ca114af2F4EBC639ce21fEd4730a608,0x103675510a219bd84CE91d1bcb82Ca194D665a09,10714268,74.55,13.37456861080838,0.9562117259946407,11,1.0000036354540498e-09,0
0x36451DC166Ee52Af314B64f760fD2e38E5906F50,0xe920B3F96Cb2bF1Ee9ee8921837de08273724242,10764274,150.000000001,0x0385b3F162a0e001b60Ecb84D3CB06199d78f666,0x103675510a219bd84CE91d1bcb82Ca194D665a09,10764274,150.0,12.251353287825765,539.0553184667011,11,9.999894245993346e-10,0
0x36451DC166Ee52Af314B64f760fD2e38E5906F50,0xe920B3F96Cb2bF1Ee9ee8921837de08273724242,10739823,78.000000001,0xdd5a1C148Ca114af2F4EBC639ce21fEd4730a608,0x103675510a219bd84CE91d1bcb82Ca194D665a09,10739841,78.0,19.020147296596637,159.04506007344793,11,1.0000036354540498e-09,18
0x36451DC166Ee52Af314B64f760fD2e38E5906F50,0xe920B3F96Cb2bF1Ee9ee8921837de08273724242,10688791,129.000000001,0xF27696C8BCa7D54D696189085Ae1283f59342fA6,0x103675510a219bd84CE91d1bcb82Ca194D665a09,10688792,129.0,37.44413270238363,0.5490370781336249,11,9.999894245993346e-10,1
0x36451DC166Ee52Af314B64f760fD2e38E5906F50,0xe920B3F96Cb2bF1Ee9ee8921837de08273724242,10714316,66.000000001,0x0385b3F162a0e001b60Ecb84D3CB06199d78f666,0x103675510a219bd84CE91d1bcb82Ca194D665a09,10714316,66.0,11.723478439448582,684.9471020656546,11,1.0000036354540498e-09,0
0x36451DC166Ee52Af314B64f760fD2e38E5906F50,0xe920B3F96Cb2bF1Ee9ee8921837de08273724242,10664238,108.000000001,0xF27696C8BCa7D54D696189085Ae1283f59342fA6,0x103675510a219bd84CE91d1bcb82Ca194D665a09,10664238,108.0,10.29980431673121,1708.1553370692086,11,1.0000036354540498e-09,0
0x498B859D2e59958E209d7DD262324C8D31b12B12,0x40DDE6092a77eC2d00eB4fa14f0c5d92d835d673,10244643,40.000000001,0xF27696C8BCa7D54D696189085Ae1283f59342fA6,0x103675510a219bd84CE91d1bcb82Ca194D665a09,10244643,40.0,6.170231182499178,1.5856647543541262,7,9.999965300266922e-10,0
0x36451DC166Ee52Af314B64f760fD2e38E5906F50,0xe920B3F96Cb2bF1Ee9ee8921837de08273724242,10764315,150.000000002,0x4D953115678b15CE0B0396bCF95Db68003f86FB5,0xd43D165d522FF890B39C0D85C4A8FfB65EcC8aEE,10764315,150.000000001,4.831972699731192,0.15431832370629836,11,1.000017846308765e-09,0
0x36451DC166Ee52Af314B64f760fD2e38E5906F50,0xe920B3F96Cb2bF1Ee9ee8921837de08273724242,10664254,108.000000001,0xdd5a1C148Ca114af2F4EBC639ce21fEd4730a608,0x67933Cccf3f6b40148271f5E7b5408fD1D5B2837,10664254,108.0,11.468446713418817,182.28734185361785,11,1.0000036354540498e-09,0
0x36451DC166Ee52Af314B64f760fD2e38E5906F50,0xe920B3F96Cb2bF1Ee9ee8921837de08273724242,10637969,124.000000001,0xdd5a1C148Ca114af2F4EBC639ce21fEd4730a608,0x103675510a219bd84CE91d1bcb82Ca194D665a09,10637971,124.0,11.292508336219601,490.3737832324699,11,1.0000036354540498e-09,2
0x498B859D2e59958E209d7DD262324C8D31b12B12,0x40DDE6092a77eC2d00eB4fa14f0c5d92d835d673,10244684,41.000000001,0xF27696C8BCa7D54D696189085Ae1283f59342fA6,0x103675510a219bd84CE91d1bcb82Ca194D665a09,10244684,41.0,6.107506769869992,1.7776664763627779,7,9.999965300266922e-10,0
0x36451DC166Ee52Af314B64f760fD2e38E5906F50,0x9a6de75b5ED999fBDc3FF71FC56562742531b35a,10539609,90.000000001,0x0385b3F162a0e001b60Ecb84D3CB06199d78f666,0x103675510a219bd84CE91d1bcb82Ca194D665a09,10539611,90.0,20.238690094904467,228.1757026664845,11,1.0000036354540498e-09,2
0x36451DC166Ee52Af314B64f760fD2e38E5906F50,0xe920B3F96Cb2bF1Ee9ee8921837de08273724242,10664281,107.000000001,0xdd5a1C148Ca114af2F4EBC639ce21fEd4730a608,0x103675510a219bd84CE91d1bcb82Ca194D665a09,10664281,107.0,55.17389562431841,545.930849209989,11,1.0000036354540498e-09,0
0x36451DC166Ee52Af314B64f760fD2e38E5906F50,0xe920B3F96Cb2bF1Ee9ee8921837de08273724242,10664287,107.000000001,0xF27696C8BCa7D54D696189085Ae1283f59342fA6,0x103675510a219bd84CE91d1bcb82Ca194D665a09,10664287,107.0,13.809682563895436,157.142096434615,11,1.0000036354540498e-09,0
0x36451DC166Ee52Af314B64f760fD2e38E5906F50,0xe920B3F96Cb2bF1Ee9ee8921837de08273724242,10664295,107.000000001,0xF27696C8BCa7D54D696189085Ae1283f59342fA6,0x103675510a219bd84CE91d1bcb82Ca194D665a09,10664295,107.0,18.56772761043845,2.827512915872845,11,1.0000036354540498e-09,0
